sample_id,example_index,error,emitted_at_utc,dataset_name,dataset_source,stereoset_type,category,protocol,llm_models,model_names,intervention,num_agents,rounds,split,seed,run_id,agent_model_map
sample-4440-352f661eb1cdd62f,4440,Evaluation timed out after 180.0s.,2026-04-09T23:33:52.136657+00:00,BBQ,BBQ,none,SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4481-16c31cf84afbc86f,4481,Evaluation timed out after 180.0s.,2026-04-09T23:39:32.689334+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4500-5d645c157e47253a,4500,Evaluation timed out after 180.0s.,2026-04-09T23:40:22.264174+00:00,BBQ,BBQ,none,SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4503-7964eaf7c61fbc4c,4503,Evaluation timed out after 180.0s.,2026-04-09T23:40:41.141249+00:00,StereoSet,StereoSet,intersentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4504-ec654669e62520f9,4504,Evaluation timed out after 180.0s.,2026-04-09T23:40:43.030805+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4505-ace7c5594d04008b,4505,Evaluation timed out after 180.0s.,2026-04-09T23:41:41.000006+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4506-1d9789845c0dc7ca,4506,Evaluation timed out after 180.0s.,2026-04-09T23:41:42.995681+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4507-0c6690e5c6abe9a0,4507,Evaluation timed out after 180.0s.,2026-04-09T23:41:46.475900+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4508-17e9f6fb47ea2a94,4508,Evaluation timed out after 180.0s.,2026-04-09T23:42:06.888743+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4509-a346ae21cec15634,4509,Evaluation timed out after 180.0s.,2026-04-09T23:42:13.816415+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4510-837fb06083e68409,4510,Evaluation timed out after 180.0s.,2026-04-09T23:42:32.694060+00:00,BBQ,BBQ,none,Disability_status,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4511-07d50cad750919e6,4511,Evaluation timed out after 180.0s.,2026-04-09T23:42:38.771843+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4512-1ce6c67e98851aa5,4512,Evaluation timed out after 180.0s.,2026-04-09T23:42:47.301329+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4513-b4ab73ee6095d9e4,4513,Evaluation timed out after 180.0s.,2026-04-09T23:42:56.548223+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4514-d3ceaa3cc94fbde7,4514,Evaluation timed out after 180.0s.,2026-04-09T23:43:22.273631+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4516-3709bc9d266f67a7,4516,Evaluation timed out after 180.0s.,2026-04-09T23:43:43.042316+00:00,StereoSet,StereoSet,intersentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4729-605292dd1ad09168,4729,Evaluation timed out after 180.0s.,2026-04-09T23:56:39.100558+00:00,BBQ,BBQ,none,Age,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4733-0a277fa2c385d01c,4733,Evaluation timed out after 180.0s.,2026-04-09T23:56:47.202601+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4737-fee801eab308251b,4737,Evaluation timed out after 180.0s.,2026-04-09T23:56:58.826113+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4739-f7437460255d3833,4739,Evaluation timed out after 180.0s.,2026-04-09T23:57:02.213256+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4740-605fd7938884d035,4740,Evaluation timed out after 180.0s.,2026-04-09T23:57:13.456633+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4741-946738a335fbb035,4741,Evaluation timed out after 180.0s.,2026-04-09T23:57:13.731608+00:00,StereoSet,StereoSet,intersentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4742-ff5fa891f103217d,4742,Evaluation timed out after 180.0s.,2026-04-09T23:57:14.666282+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4743-98be66bf980933b2,4743,Evaluation timed out after 180.0s.,2026-04-09T23:57:21.494208+00:00,StereoSet,StereoSet,intrasentence,Gender_identity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4744-ea7d60b5b8de0f46,4744,Evaluation timed out after 180.0s.,2026-04-09T23:57:29.247214+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4745-5a58bb9743f6911e,4745,Evaluation timed out after 180.0s.,2026-04-09T23:57:29.776559+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4746-e6ee84c07d00d658,4746,Evaluation timed out after 180.0s.,2026-04-09T23:57:31.482046+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-4747-a0db7b250b1f6573,4747,Evaluation timed out after 180.0s.,2026-04-09T23:57:35.712184+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5570-ff1e0964d3869bef,5570,Evaluation timed out after 180.0s.,2026-04-10T00:44:23.742821+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5588-4a0d68649ab8c114,5588,Evaluation timed out after 180.0s.,2026-04-10T00:45:24.743411+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5592-90924dd4f059c83a,5592,Evaluation timed out after 180.0s.,2026-04-10T00:45:42.590663+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5650-69f22d70767db883,5650,Evaluation timed out after 180.0s.,2026-04-10T00:50:35.074507+00:00,BBQ,BBQ,none,Disability_status,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5652-c554b5565f15932c,5652,Evaluation timed out after 180.0s.,2026-04-10T00:50:38.027297+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5658-fa5180fb10336134,5658,Evaluation timed out after 180.0s.,2026-04-10T00:50:46.655651+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-5659-d5b5b2dff4b01071,5659,Evaluation timed out after 180.0s.,2026-04-10T00:50:55.053666+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
